order_date,order_id,customer_name,customer_segment,product_name,product_category,product_subcategory,product_manufacturer,shipping_city,shipping_state,shipping_region,shipping_date,shipping_mode,quantity,order_discount,order_profits,order_profit_ratio,order_sales
2018-05-19,CA-2018-113530,Becky Castell,Home Office,Newell 314,Office Supplies,Art,Newell,San Francisco,California,West,2018-05-21,Second Class,1.0,0.0,1.0,0.25,6.0
2018-05-19,CA-2018-113530,Becky Castell,Home Office,SanDisk Cruzer 64 GB USB Flash Drive,Technology,Accessories,SanDisk,San Francisco,California,West,2018-05-21,Second Class,1.0,0.0,11.0,0.3,36.0
2018-05-19,CA-2018-113530,Becky Castell,Home Office,"Situations Contoured Folding Chairs, 4/Set",Furniture,Chairs,Other,San Francisco,California,West,2018-05-21,Second Class,12.0,0.2,43.0,0.06,681.0
2018-10-21,CA-2018-113558,Patricia Hirasaki,Home Office,"Eldon Expressions Desk Accessory, Wood Photo Frame, Mahogany",Furniture,Furnishings,Eldon,Lakeland,Florida,South,2018-10-26,Standard Class,3.0,0.2,5.0,0.11,46.0
2018-10-21,CA-2018-113558,Patricia Hirasaki,Home Office,Global Commerce Series High-Back Swivel/Tilt Chairs,Furniture,Chairs,Global,Lakeland,Florida,South,2018-10-26,Standard Class,3.0,0.2,43.0,0.06,684.0
2018-11-07,CA-2018-113572,Frank Preis,Consumer,Maxell CD-R Discs,Technology,Accessories,Maxell,New York City,New York,East,2018-11-11,Standard Class,4.0,0.0,3.0,0.32,8.0
2018-10-15,CA-2018-113670,Roland Schwarz,Corporate,Xerox 1919,Office Supplies,Paper,Xerox,Los Angeles,California,West,2018-10-17,First Class,5.0,0.0,100.0,0.49,205.0
2018-10-15,CA-2018-113670,Roland Schwarz,Corporate,Bush Advantage Collection Round Conference Table,Furniture,Tables,Bush,Los Angeles,California,West,2018-10-17,First Class,3.0,0.2,6.0,0.01,510.0
2018-03-27,CA-2018-113705,Lena Cacioppo,Consumer,"Avery 05222 Permanent Self-Adhesive File Folder Labels for Typewriters, on Rolls, White, 250/Roll",Office Supplies,Labels,Avery,Richmond,Virginia,South,2018-03-29,Second Class,2.0,0.0,4.0,0.46,8.0
2018-03-27,CA-2018-113705,Lena Cacioppo,Consumer,"Ampad Gold Fibre Wirebound Steno Books, 6"" x 9"", Gregg Ruled",Office Supplies,Paper,Ampad,Richmond,Virginia,South,2018-03-29,Second Class,4.0,0.0,8.0,0.46,18.0
2018-03-27,CA-2018-113705,Lena Cacioppo,Consumer,GBC Instant Index System for Binding Systems,Office Supplies,Binders,GBC,Richmond,Virginia,South,2018-03-29,Second Class,2.0,0.0,9.0,0.5,18.0
2018-03-27,CA-2018-113705,Lena Cacioppo,Consumer,Panasonic KX - TS880B Telephone,Technology,Phones,Panasonic,Richmond,Virginia,South,2018-03-29,Second Class,5.0,0.0,56.0,0.27,206.0
2018-03-27,CA-2018-113705,Lena Cacioppo,Consumer,BPI Conference Tables,Furniture,Tables,Other,Richmond,Virginia,South,2018-03-29,Second Class,2.0,0.0,58.0,0.2,292.0
2018-03-27,CA-2018-113705,Lena Cacioppo,Consumer,"Carina Mini System Audio Rack, Model AR050B",Office Supplies,Storage,Carina,Richmond,Virginia,South,2018-03-29,Second Class,3.0,0.0,10.0,0.03,333.0
2018-11-13,CA-2018-113873,Katrina Edelman,Corporate,Eldon ProFile File 'N Store Portable File Tub Letter/Legal Size Black,Office Supplies,Storage,Eldon,Dallas,Texas,Central,2018-11-19,Standard Class,4.0,0.2,6.0,0.1,62.0
2018-11-13,CA-2018-113873,Katrina Edelman,Corporate,"Bush Westfield Collection Bookcases, Fully Assembled",Furniture,Bookcases,Other,Dallas,Texas,Central,2018-11-19,Standard Class,3.0,0.32,-27.0,-0.13,206.0
2018-06-03,CA-2018-113908,Katherine Nockton,Corporate,Xerox 188,Office Supplies,Paper,Xerox,New York City,New York,East,2018-06-09,Standard Class,4.0,0.0,22.0,0.49,45.0
2018-06-03,CA-2018-113908,Katherine Nockton,Corporate,Hewlett-Packard 300S Scientific Calculator,Technology,Machines,Hewlett-Packard,New York City,New York,East,2018-06-09,Standard Class,6.0,0.0,36.0,0.46,79.0
2018-06-03,CA-2018-113908,Katherine Nockton,Corporate,"Chromcraft 48"" x 96"" Racetrack Double Pedestal Table",Furniture,Tables,Chromcraft,New York City,New York,East,2018-06-09,Standard Class,2.0,0.4,-115.0,-0.3,385.0
2018-12-25,CA-2018-114055,Mick Hernandez,Home Office,Assorted Color Push Pins,Office Supplies,Fasteners,Other,Huntsville,Alabama,South,2018-12-29,Second Class,2.0,0.0,1.0,0.33,4.0
2018-12-25,CA-2018-114055,Mick Hernandez,Home Office,AT&T 17929 Lendline Telephone,Technology,Phones,AT&T,Huntsville,Alabama,South,2018-12-29,Second Class,2.0,0.0,24.0,0.26,90.0
2018-12-25,CA-2018-114055,Mick Hernandez,Home Office,14-7/8 x 11 Blue Bar Computer Printout Paper,Office Supplies,Paper,Other,Huntsville,Alabama,South,2018-12-29,Second Class,2.0,0.0,46.0,0.48,96.0
2018-12-25,CA-2018-114055,Mick Hernandez,Home Office,Xerox 1915,Office Supplies,Paper,Xerox,Huntsville,Alabama,South,2018-12-29,Second Class,6.0,0.0,302.0,0.48,629.0
2018-09-02,CA-2018-114216,Ralph Kennedy,Consumer,"RSVP Cards & Envelopes, Blank White, 8-1/2"" X 11"", 24 Cards/25 Envelopes/Set",Office Supplies,Paper,Other,Philadelphia,Pennsylvania,East,2018-09-06,Standard Class,3.0,0.2,4.0,0.34,12.0
2018-11-05,CA-2018-114258,Elizabeth Moffitt,Corporate,Nortel Meridian M3904 Professional Digital phone,Technology,Phones,Nortel,Dallas,Texas,Central,2018-11-10,Second Class,4.0,0.2,55.0,0.11,493.0
2018-03-14,CA-2018-114370,Brad Norvell,Corporate,Seidio BD2-HK3IPH5-BK DILEX Case and Holster Combo for Apple iPhone 5/5s - Black,Technology,Phones,Other,Chicago,Illinois,Central,2018-03-17,Second Class,2.0,0.2,5.0,0.1,50.0
2018-04-15,CA-2018-114412,Andrew Allen,Consumer,Xerox 1967,Office Supplies,Paper,Xerox,Concord,North Carolina,South,2018-04-20,Standard Class,3.0,0.2,5.0,0.35,16.0
2018-09-14,CA-2018-114440,Tracy Blumstein,Consumer,"Telephone Message Books with Fax/Mobile Section, 5 1/2"" x 3 3/16""",Office Supplies,Paper,Other,Jackson,Michigan,Central,2018-09-17,Second Class,3.0,0.0,9.0,0.46,19.0
2018-03-31,CA-2018-114524,Emily Grady,Consumer,"SlimView Poly Binder, 3/8""",Office Supplies,Binders,Other,Chicago,Illinois,Central,2018-04-05,Second Class,13.0,0.8,-23.0,-1.7,13.0
2018-09-02,CA-2018-114552,Dorris liebe,Corporate,"Eldon 200 Class Desk Accessories, Burgundy",Furniture,Furnishings,Eldon,Cleveland,Ohio,East,2018-09-08,Standard Class,3.0,0.2,4.0,0.28,15.0
2018-08-25,CA-2018-114636,Guy Armstrong,Consumer,Xerox 1910,Office Supplies,Paper,Xerox,Charlotte,North Carolina,South,2018-08-29,Standard Class,5.0,0.2,67.0,0.35,192.0
2018-10-17,CA-2018-114804,Barry Französisch,Corporate,Panasonic KX-TG6844B Expandable Digital Cordless Telephone,Technology,Phones,Panasonic,Modesto,California,West,2018-10-19,Second Class,1.0,0.2,5.0,0.09,53.0
2018-04-10,CA-2018-115070,Mitch Gastineau,Corporate,"Acco Pressboard Covers with Storage Hooks, 14 7/8"" x 11"", Light Blue",Office Supplies,Binders,Acco,Jacksonville,Florida,South,2018-04-14,Second Class,3.0,0.7,-3.0,-0.7,4.0
2018-04-10,CA-2018-115070,Mitch Gastineau,Corporate,Stackable Trays,Furniture,Furnishings,Other,Jacksonville,Florida,South,2018-04-14,Second Class,5.0,0.2,2.0,0.15,12.0
2018-02-06,CA-2018-115105,Bryan Davis,Consumer,"Atlantic Metals Mobile 5-Shelf Bookcases, Custom Colors",Furniture,Bookcases,Atlantic,New York City,New York,East,2018-02-11,Standard Class,1.0,0.2,30.0,0.13,241.0
2018-10-26,CA-2018-115119,Shaun Chance,Corporate,Cisco Small Business SPA 502G VoIP phone,Technology,Phones,Cisco,Lancaster,Pennsylvania,East,2018-10-30,Standard Class,1.0,0.4,-13.0,-0.22,62.0
2018-10-26,CA-2018-115119,Shaun Chance,Corporate,"Premium Transparent Presentation Covers, No Pattern/Clear, 8 1/2"" x 11""",Office Supplies,Binders,Other,Lancaster,Pennsylvania,East,2018-10-30,Standard Class,7.0,0.7,-65.0,-0.8,81.0
2018-01-08,CA-2018-115154,Ricardo Sperren,Corporate,Balt Solid Wood Round Tables,Furniture,Tables,Balt,Seattle,Washington,West,2018-01-11,First Class,2.0,0.0,80.0,0.09,893.0
2018-08-07,CA-2018-115175,Matt Collins,Consumer,Xerox 1891,Office Supplies,Paper,Xerox,San Jose,California,West,2018-08-12,Standard Class,5.0,0.0,115.0,0.47,245.0
2018-05-11,CA-2018-115322,Zuschuss Carroll,Consumer,Panasonic KP-4ABK Battery-Operated Pencil Sharpener,Office Supplies,Art,Panasonic,New York City,New York,East,2018-05-16,Second Class,3.0,0.0,13.0,0.29,44.0
2018-06-26,CA-2018-115364,Olvera Toch,Consumer,Eldon Shelf Savers Cubes and Bins,Office Supplies,Storage,Eldon,San Diego,California,West,2018-07-02,Standard Class,12.0,0.0,2.0,0.02,84.0
2018-12-30,CA-2018-115427,Erica Bern,Corporate,"Cardinal Slant-D Ring Binder, Heavy Gauge Vinyl",Office Supplies,Binders,Cardinal,Fairfield,California,West,2019-01-03,Standard Class,2.0,0.2,5.0,0.33,14.0
2018-12-30,CA-2018-115427,Erica Bern,Corporate,GBC Binding covers,Office Supplies,Binders,GBC,Fairfield,California,West,2019-01-03,Standard Class,2.0,0.2,6.0,0.31,21.0
2018-11-11,CA-2018-115448,Michelle Huthwaite,Consumer,"Executive Impressions 14"" Contract Wall Clock",Furniture,Furnishings,Executive Impressions,Knoxville,Tennessee,South,2018-11-14,First Class,5.0,0.2,14.0,0.16,89.0
2018-05-14,CA-2018-115546,Amy Hunt,Consumer,X-Rack File for Hanging Folders,Office Supplies,Storage,Other,New York City,New York,East,2018-05-18,Standard Class,2.0,0.0,6.0,0.26,23.0
2018-05-14,CA-2018-115546,Amy Hunt,Consumer,Google Nexus 5,Technology,Phones,Other,New York City,New York,East,2018-05-18,Standard Class,3.0,0.0,135.0,0.25,540.0
2018-12-18,CA-2018-115602,Doug Jacobs,Consumer,Sanford Pocket Accent Highlighters,Office Supplies,Art,Sanford,New York City,New York,East,2018-12-24,Standard Class,2.0,0.0,1.0,0.43,3.0
2018-12-18,CA-2018-115602,Doug Jacobs,Consumer,Staples in misc. colors,Office Supplies,Art,Staples in misc. colors,New York City,New York,East,2018-12-24,Standard Class,6.0,0.0,17.0,0.45,39.0
2018-12-18,CA-2018-115602,Doug Jacobs,Consumer,Office Star - Contemporary Swivel Chair with Padded Adjustable Arms and Flex Back,Furniture,Chairs,Office Star,New York City,New York,East,2018-12-24,Standard Class,9.0,0.1,140.0,0.12,1142.0
2018-12-18,CA-2018-115602,Doug Jacobs,Consumer,Kensington 7 Outlet MasterPiece HOMEOFFICE Power Control Center,Office Supplies,Appliances,Kensington,New York City,New York,East,2018-12-24,Standard Class,13.0,0.0,511.0,0.3,1705.0
2018-07-09,CA-2018-115651,Noel Staavos,Corporate,"Quartet Alpha White Chalk, 12/Pack",Office Supplies,Art,Quartet,Chicago,Illinois,Central,2018-07-12,First Class,5.0,0.2,3.0,0.34,9.0
2018-07-09,CA-2018-115651,Noel Staavos,Corporate,Belkin F9S820V06 8 Outlet Surge,Office Supplies,Appliances,Belkin,Chicago,Illinois,Central,2018-07-12,First Class,9.0,0.8,-146.0,-2.5,58.0
2018-08-19,CA-2018-115777,Doug O'Connell,Consumer,Xerox 200,Office Supplies,Paper,Xerox,Lawrence,Massachusetts,East,2018-08-24,Standard Class,3.0,0.0,9.0,0.48,19.0
2018-07-31,CA-2018-115805,Katrina Willman,Consumer,Motorola L804,Technology,Phones,Motorola,Chicago,Illinois,Central,2018-07-31,Same Day,1.0,0.2,4.0,0.11,37.0
2018-09-14,CA-2018-115882,Dorothy Badders,Corporate,Xerox 1988,Office Supplies,Paper,Xerox,Raleigh,North Carolina,South,2018-09-17,First Class,3.0,0.2,23.0,0.31,74.0
2018-09-14,CA-2018-115882,Dorothy Badders,Corporate,3.6 Cubic Foot Counter Height Office Refrigerator,Office Supplies,Appliances,Other,Raleigh,North Carolina,South,2018-09-17,First Class,4.0,0.2,94.0,0.1,943.0
2018-12-22,CA-2018-115931,Jim Mitchum,Corporate,Design Ebony Sketching Pencil,Office Supplies,Art,Other,Carlsbad,New Mexico,West,2018-12-26,Standard Class,3.0,0.0,1.0,0.26,4.0
2018-12-22,CA-2018-115931,Jim Mitchum,Corporate,Avery 517,Office Supplies,Labels,Avery,Carlsbad,New Mexico,West,2018-12-26,Standard Class,5.0,0.0,9.0,0.47,18.0
2018-12-22,CA-2018-115931,Jim Mitchum,Corporate,Eldon Simplefile Box Office,Office Supplies,Storage,Eldon,Carlsbad,New Mexico,West,2018-12-26,Standard Class,3.0,0.0,10.0,0.28,37.0
2018-12-22,CA-2018-115931,Jim Mitchum,Corporate,"iKross Bluetooth Portable Keyboard + Cell Phone Stand Holder + Brush for Apple iPhone 5S 5C 5, 4S 4",Technology,Phones,Other,Carlsbad,New Mexico,West,2018-12-26,Standard Class,4.0,0.2,7.0,0.1,67.0
2018-01-28,CA-2018-115994,Beth Thompson,Home Office,"DAX Executive Solid Wood Document Frame, Desktop or Hang, Mahogany, 5 x 7",Furniture,Furnishings,DAX,Costa Mesa,California,West,2018-01-31,Second Class,3.0,0.0,13.0,0.34,38.0
2018-01-28,CA-2018-115994,Beth Thompson,Home Office,Logitech G13 Programmable Gameboard with LCD Display,Technology,Accessories,Logitech,Costa Mesa,California,West,2018-01-31,Second Class,3.0,0.0,26.0,0.11,240.0
2018-10-02,CA-2018-116113,Jane Waco,Corporate,"Master Caster Door Stop, Gray",Furniture,Furnishings,Master Caster,Montgomery,Alabama,South,2018-10-06,Second Class,2.0,0.0,3.0,0.34,10.0
2018-06-25,CA-2018-116127,Sarah Brown,Consumer,DMI Eclipse Executive Suite Bookcases,Furniture,Bookcases,DMI,New York City,New York,East,2018-06-27,Second Class,1.0,0.2,-5.0,-0.01,401.0
2018-02-11,CA-2018-116204,Victoria Wilson,Corporate,"Acco Pressboard Covers with Storage Hooks, 14 7/8"" x 11"", Dark Blue",Office Supplies,Binders,Acco,San Francisco,California,West,2018-02-14,Second Class,7.0,0.2,8.0,0.36,21.0
2018-11-05,CA-2018-116225,Susan Vittorini,Consumer,Enermax Aurora Lite Keyboard,Technology,Accessories,Enermax,New York City,New York,East,2018-11-09,Standard Class,5.0,0.0,172.0,0.44,391.0
2018-03-12,CA-2018-116288,Bill Stewart,Corporate,Carina Double Wide Media Storage Towers in Natural & Black,Office Supplies,Storage,Carina,San Francisco,California,West,2018-03-17,Standard Class,3.0,0.0,10.0,0.04,243.0
2018-11-02,CA-2018-116358,Kalyca Meade,Corporate,Staples,Office Supplies,Fasteners,Other,Overland Park,Kansas,Central,2018-11-06,Standard Class,3.0,0.0,9.0,0.5,18.0
2018-11-02,CA-2018-116358,Kalyca Meade,Corporate,"Binney & Smith Crayola Metallic Colored Pencils, 8-Color Set",Office Supplies,Art,Binney & Smith,Overland Park,Kansas,Central,2018-11-06,Standard Class,6.0,0.0,9.0,0.33,28.0
2018-05-30,CA-2018-116498,Kelly Andreada,Consumer,"Dixon My First Ticonderoga Pencil, #2",Office Supplies,Art,Dixon,San Diego,California,West,2018-06-03,Standard Class,6.0,0.0,10.0,0.29,35.0
2018-10-13,CA-2018-116519,Craig Reiter,Consumer,Avanti 4.4 Cu. Ft. Refrigerator,Office Supplies,Appliances,Avanti,New York City,New York,East,2018-10-15,First Class,5.0,0.0,253.0,0.28,905.0
2018-11-30,CA-2018-116645,Max Engle,Consumer,"BOSTON Ranger #55 Pencil Sharpener, Black",Office Supplies,Art,Boston,Newark,Delaware,East,2018-12-04,Standard Class,6.0,0.0,45.0,0.29,156.0
2018-09-04,CA-2018-116680,Pete Kriz,Consumer,Acco Suede Grain Vinyl Round Ring Binder,Office Supplies,Binders,Acco,San Francisco,California,West,2018-09-06,Second Class,6.0,0.2,4.0,0.33,13.0
2018-09-04,CA-2018-116680,Pete Kriz,Consumer,"Bush Cubix Conference Tables, Fully Assembled",Furniture,Tables,Bush,San Francisco,California,West,2018-09-06,Second Class,8.0,0.2,92.0,0.06,1478.0
2018-12-02,CA-2018-116715,Victoria Wilson,Corporate,Xerox 1962,Office Supplies,Paper,Xerox,San Francisco,California,West,2018-12-05,First Class,2.0,0.0,4.0,0.45,9.0
2018-12-02,CA-2018-116715,Victoria Wilson,Corporate,Xerox 1940,Office Supplies,Paper,Xerox,San Francisco,California,West,2018-12-05,First Class,2.0,0.0,54.0,0.49,110.0
2018-12-02,CA-2018-116715,Victoria Wilson,Corporate,"Fellowes Mobile File Cart, Black",Office Supplies,Storage,Fellowes,San Francisco,California,West,2018-12-05,First Class,9.0,0.0,151.0,0.27,560.0
2018-12-17,CA-2018-116855,Arianne Irving,Consumer,Hon Valutask Swivel Chairs,Furniture,Chairs,Hon,Chesapeake,Virginia,South,2018-12-21,Standard Class,5.0,0.0,81.0,0.16,505.0
2018-09-25,CA-2018-116939,Arthur Gainer,Consumer,Steel Personal Filing/Posting Tote,Office Supplies,Storage,Other,Richmond,Virginia,South,2018-09-29,Standard Class,5.0,0.0,48.0,0.27,178.0
2018-12-19,CA-2018-116946,Tony Sayre,Consumer,OIC Stacking Trays,Furniture,Furnishings,OIC,Parker,Colorado,West,2018-12-23,Standard Class,5.0,0.2,4.0,0.3,13.0
2018-12-19,CA-2018-116946,Tony Sayre,Consumer,Tennsco Industrial Shelving,Office Supplies,Storage,Tennsco,Parker,Colorado,West,2018-12-23,Standard Class,2.0,0.2,-18.0,-0.23,78.0
2018-12-19,CA-2018-116946,Tony Sayre,Consumer,O'Sullivan 2-Shelf Heavy-Duty Bookcases,Furniture,Bookcases,O'Sullivan,Parker,Colorado,West,2018-12-23,Standard Class,7.0,0.7,-184.0,-1.8,102.0
2018-04-24,CA-2018-116953,Susan Vittorini,Consumer,AT&T 841000 Phone,Technology,Phones,AT&T,Mesa,Arizona,West,2018-04-25,First Class,10.0,0.2,35.0,0.06,552.0
2018-06-27,CA-2018-116988,Pauline Webber,Corporate,Xerox 1997,Office Supplies,Paper,Xerox,Seattle,Washington,West,2018-06-29,Second Class,3.0,0.0,9.0,0.48,19.0
2018-06-27,CA-2018-116988,Pauline Webber,Corporate,Executive Impressions Supervisor Wall Clock,Furniture,Furnishings,Executive Impressions,Seattle,Washington,West,2018-06-29,Second Class,3.0,0.0,40.0,0.32,126.0
2018-06-27,CA-2018-116988,Pauline Webber,Corporate,Logitech P710e Mobile Speakerphone,Technology,Accessories,Logitech,Seattle,Washington,West,2018-06-29,Second Class,5.0,0.0,245.0,0.19,1287.0
2018-09-22,CA-2018-117009,Berenike Kampe,Consumer,Fiskars Softgrip Scissors,Office Supplies,Supplies,Fiskars,Santa Ana,California,West,2018-09-28,Standard Class,2.0,0.0,6.0,0.28,22.0
2018-08-07,CA-2018-117023,Joni Wasserman,Consumer,"Quartet Omega Colored Chalk, 12/Pack",Office Supplies,Art,Quartet,Long Beach,New York,East,2018-08-12,Standard Class,2.0,0.0,5.0,0.47,12.0
2018-08-07,CA-2018-117023,Joni Wasserman,Consumer,Staples in misc. colors,Office Supplies,Art,Staples in misc. colors,Long Beach,New York,East,2018-08-12,Standard Class,10.0,0.0,26.0,0.25,105.0
2018-09-11,CA-2018-117044,Helen Andreada,Consumer,Acco Hot Clips Clips to Go,Office Supplies,Fasteners,Acco,Chicago,Illinois,Central,2018-09-13,Second Class,4.0,0.2,3.0,0.31,11.0
2018-09-11,CA-2018-117044,Helen Andreada,Consumer,Xerox 1927,Office Supplies,Paper,Xerox,Chicago,Illinois,Central,2018-09-13,Second Class,6.0,0.2,6.0,0.31,21.0
2018-10-23,CA-2018-117079,Jocasta Rupert,Consumer,Wilson SignalBoost 841262 DB PRO Amplifier Kit,Technology,Phones,Other,Jacksonville,Florida,South,2018-10-27,Standard Class,3.0,0.2,108.0,0.13,864.0
2018-10-31,CA-2018-117114,Craig Yedwab,Corporate,"#10 Gummed Flap White Envelopes, 100/Box",Office Supplies,Envelopes,Other,Chicago,Illinois,Central,2018-11-05,Standard Class,3.0,0.2,3.0,0.33,10.0
2018-10-31,CA-2018-117114,Craig Yedwab,Corporate,ClearOne Communications CHAT 70 OC Speaker Phone,Technology,Phones,ClearOne,Chicago,Illinois,Central,2018-11-05,Standard Class,4.0,0.2,38.0,0.08,509.0
2018-12-05,CA-2018-117128,Bart Folk,Consumer,Avery 52,Office Supplies,Labels,Avery,New York City,New York,East,2018-12-08,Second Class,3.0,0.0,5.0,0.47,11.0
2018-12-05,CA-2018-117128,Bart Folk,Consumer,"Telephone Message Books with Fax/Mobile Section, 4 1/4"" x 6""",Office Supplies,Paper,Other,New York City,New York,East,2018-12-08,Second Class,6.0,0.0,10.0,0.46,22.0
2018-03-21,CA-2018-117156,Ted Butterfield,Consumer,Colored Envelopes,Office Supplies,Envelopes,Other,Reading,Pennsylvania,East,2018-03-23,Second Class,3.0,0.2,3.0,0.33,9.0
2018-08-31,CA-2018-117198,Barry Gonzalez,Consumer,Plantronics CS510 - Over-the-Head monaural Wireless Headset System,Technology,Accessories,Plantronics,Monroe,Louisiana,South,2018-09-05,Standard Class,2.0,0.0,218.0,0.33,660.0
2018-02-26,CA-2018-117212,Bradley Talbott,Home Office,Xerox 1924,Office Supplies,Paper,Xerox,Los Angeles,California,West,2018-02-28,Second Class,4.0,0.0,11.0,0.49,23.0
2018-02-26,CA-2018-117212,Bradley Talbott,Home Office,Kensington 6 Outlet Guardian Standard Surge Protector,Office Supplies,Appliances,Kensington,Los Angeles,California,West,2018-02-28,Second Class,4.0,0.0,22.0,0.27,82.0
2018-02-26,CA-2018-117212,Bradley Talbott,Home Office,Xerox 1908,Office Supplies,Paper,Xerox,Los Angeles,California,West,2018-02-28,Second Class,4.0,0.0,110.0,0.49,224.0
2018-02-26,CA-2018-117212,Bradley Talbott,Home Office,Toshiba IPT2010-SD IP Telephone,Technology,Phones,Other,Los Angeles,California,West,2018-02-28,Second Class,8.0,0.2,67.0,0.08,890.0
2018-02-26,CA-2018-117212,Bradley Talbott,Home Office,GuestStacker Chair with Chrome Finish Legs,Furniture,Chairs,Other,Los Angeles,California,West,2018-02-28,Second Class,3.0,0.2,89.0,0.1,892.0
2018-07-23,CA-2018-117240,Christine Phan,Corporate,Angle-D Ring Binders,Office Supplies,Binders,Angle-D,New York City,New York,East,2018-07-28,Standard Class,3.0,0.2,4.0,0.33,13.0
2018-09-04,CA-2018-117261,Tiffany House,Corporate,"Rogers Jumbo File, Granite",Office Supplies,Storage,Rogers,Los Angeles,California,West,2018-09-10,Standard Class,4.0,0.0,1.0,0.01,54.0
2018-12-08,CA-2018-117324,Jeremy Pistek,Consumer,"Adams Phone Message Book, 200 Message Capacity, 8 1/16” x 11”",Office Supplies,Paper,Adams,Madison,Wisconsin,Central,2018-12-13,Standard Class,4.0,0.0,13.0,0.46,28.0
2018-12-08,CA-2018-117324,Jeremy Pistek,Consumer,"Avery 4027 File Folder Labels for Dot Matrix Printers, 5000 Labels per Box, White",Office Supplies,Labels,Avery,Madison,Wisconsin,Central,2018-12-13,Standard Class,2.0,0.0,28.0,0.46,61.0
2018-12-08,CA-2018-117324,Jeremy Pistek,Consumer,Logitech G105 Gaming Keyboard,Technology,Accessories,Logitech,Madison,Wisconsin,Central,2018-12-13,Standard Class,3.0,0.0,32.0,0.18,178.0
2018-12-08,CA-2018-117324,Jeremy Pistek,Consumer,"Sauder Camden County Collection Libraries, Planked Cherry Finish",Furniture,Bookcases,Sauder,Madison,Wisconsin,Central,2018-12-13,Standard Class,4.0,0.0,41.0,0.09,460.0
2018-12-08,CA-2018-117324,Jeremy Pistek,Consumer,Hoover WindTunnel Plus Canister Vacuum,Office Supplies,Appliances,Hoover,Madison,Wisconsin,Central,2018-12-13,Standard Class,3.0,0.0,305.0,0.28,1090.0
2018-09-04,CA-2018-117394,Michael Moore,Consumer,Kingston Digital DataTraveler 8GB USB 2.0,Technology,Accessories,Kingston,Philadelphia,Pennsylvania,East,2018-09-10,Standard Class,4.0,0.2,-1.0,-0.08,19.0
2018-05-18,CA-2018-117401,Paul Prost,Home Office,"Universal Recycled Hanging Pressboard Report Binders, Letter Size",Office Supplies,Binders,Universal,Springfield,Missouri,Central,2018-05-22,Second Class,7.0,0.0,21.0,0.48,43.0
2018-05-18,CA-2018-117401,Paul Prost,Home Office,Motorola HK250 Universal Bluetooth Headset,Technology,Phones,Motorola,Springfield,Missouri,Central,2018-05-22,Second Class,5.0,0.0,2.0,0.02,115.0
2018-05-18,CA-2018-117401,Paul Prost,Home Office,Avanti 1.7 Cu. Ft. Refrigerator,Office Supplies,Appliances,Avanti,Springfield,Missouri,Central,2018-05-22,Second Class,7.0,0.0,198.0,0.28,707.0
2018-10-21,CA-2018-117422,Frank Carlisle,Home Office,"RSVP Cards & Envelopes, Blank White, 8-1/2"" X 11"", 24 Cards/25 Envelopes/Set",Office Supplies,Paper,Other,Lakewood,Ohio,East,2018-10-25,Standard Class,1.0,0.2,1.0,0.34,4.0
2018-10-21,CA-2018-117422,Frank Carlisle,Home Office,"SlimView Poly Binder, 3/8""",Office Supplies,Binders,Other,Lakewood,Ohio,East,2018-10-25,Standard Class,4.0,0.7,-5.0,-0.8,6.0
2018-10-21,CA-2018-117422,Frank Carlisle,Home Office,Avanti 1.7 Cu. Ft. Refrigerator,Office Supplies,Appliances,Avanti,Lakewood,Ohio,East,2018-10-25,Standard Class,2.0,0.2,16.0,0.1,162.0
2018-06-08,CA-2018-117436,Liz Willingham,Consumer,Wilson Jones Impact Binders,Office Supplies,Binders,Wilson Jones,Norwich,Connecticut,East,2018-06-14,Standard Class,2.0,0.0,5.0,0.49,10.0
2018-12-23,CA-2018-117443,Jennifer Braxton,Corporate,Wilson Jones International Size A4 Ring Binders,Office Supplies,Binders,Wilson Jones,Rockford,Illinois,Central,2018-12-25,Second Class,4.0,0.8,-22.0,-1.6,14.0
2018-12-23,CA-2018-117443,Jennifer Braxton,Corporate,Xerox 1940,Office Supplies,Paper,Xerox,Rockford,Illinois,Central,2018-12-25,Second Class,4.0,0.2,64.0,0.36,176.0
2018-12-08,CA-2018-117457,Keith Herrera,Consumer,"Wirebound Service Call Books, 5 1/2"" x 4""",Office Supplies,Paper,Wirebound,San Francisco,California,West,2018-12-12,Standard Class,1.0,0.0,5.0,0.48,10.0
2018-12-08,CA-2018-117457,Keith Herrera,Consumer,"Wirebound Message Book, 4 per Page",Office Supplies,Paper,Wirebound,San Francisco,California,West,2018-12-12,Standard Class,5.0,0.0,13.0,0.49,27.0
2018-12-08,CA-2018-117457,Keith Herrera,Consumer,Self-Adhesive Removable Labels,Office Supplies,Labels,Other,San Francisco,California,West,2018-12-12,Standard Class,9.0,0.0,14.0,0.48,28.0
2018-12-08,CA-2018-117457,Keith Herrera,Consumer,Xerox 1908,Office Supplies,Paper,Xerox,San Francisco,California,West,2018-12-12,Standard Class,1.0,0.0,27.0,0.49,56.0
2018-12-08,CA-2018-117457,Keith Herrera,Consumer,Novimex High-Tech Fabric Mesh Task Chair,Furniture,Chairs,Novimex,San Francisco,California,West,2018-12-12,Standard Class,2.0,0.2,-18.0,-0.16,114.0
